,close,high,low,open,s,time,volume
0,145.39999389648,146.13000488281,144.82000732422,145.49000549316,ok,2020-01-08,6986395
1,144.83000183105,146.61999511719,144.61000061035,146.4700012207,ok,2020-01-09,6668201
2,144.61999511719,145.5,144.25999450684,145.30000305176,ok,2020-01-10,5154850
3,143.88000488281,144.75,143.36000061035,144.75,ok,2020-01-13,9926387
4,145.19999694824,146.7200012207,142.28999328613,143.41000366211,ok,2020-01-14,14846350
5,144.32000732422,145.71000671387,143.92999267578,145.71000671387,ok,2020-01-15,6818180
6,145.11999511719,145.42999267578,144.44000244141,145.08999633789,ok,2020-01-16,6948369
7,144.33000183105,145.63999938965,144.00999450684,145.53999328613,ok,2020-01-17,10355328
8,143.55999755859,144.58999633789,143.00999450684,144.24000549316,ok,2020-01-21,9250157
9,144.00999450684,144.78999328613,143.53999328613,144.44999694824,ok,2020-01-22,7549950
10,142.19999694824,143.61000061035,140.64999389648,143.60000610352,ok,2020-01-23,11081973
11,140.08000183105,142.25,139.19999694824,141.39999389648,ok,2020-01-24,13076325
12,135.89999389648,137.72999572754,135.0,135.86000061035,ok,2020-01-27,12831818
13,138.36999511719,138.92999267578,135.86000061035,136.5,ok,2020-01-28,10390015
14,136.05999755859,138.67999267578,135.78999328613,138.60000610352,ok,2020-01-29,9389202
15,137.80999755859,137.85000610352,134.83000183105,135.08999633789,ok,2020-01-30,11847328
16,138.30999755859,138.66999816895,137.05999755859,138.39999389648,ok,2020-01-31,12379079
17,141.32000732422,141.82000732422,139.75,139.78999328613,ok,2020-02-03,12659963
18,144.72999572754,145.58999633789,143.25,145.49000549316,ok,2020-02-04,23519728
19,141.36999511719,147.30000305176,138.57000732422,146.60000610352,ok,2020-02-05,27824120
20,142.69999694824,143.94000244141,141.2200012207,141.91999816895,ok,2020-02-06,9504618
21,141.02000427246,141.99000549316,140.11999511719,141.88999938965,ok,2020-02-07,10948878
22,142.58999633789,142.58999633789,140.46000671387,141.0299987793,ok,2020-02-10,8162055
23,141.00999450684,142.99000549316,140.46000671387,142.85000610352,ok,2020-02-11,10790080
24,141.85000610352,142.2200012207,140.86999511719,141.33999633789,ok,2020-02-12,8168150
25,140.89999389648,141.89999389648,140.82000732422,141.16999816895,ok,2020-02-13,7543117
26,139.53999328613,141.2799987793,139.13000488281,141.10000610352,ok,2020-02-14,9110543
27,139.13999938965,139.66000366211,138.10000610352,139.02000427246,ok,2020-02-18,8223909
28,141.30000305176,141.86999511719,139.22999572754,139.63000488281,ok,2020-02-19,7080871
29,140.36999511719,141.63000488281,138.85000610352,141.63000488281,ok,2020-02-20,5981715
30,138.9700012207,139.88000488281,138.58000183105,139.86000061035,ok,2020-02-21,7725829
31,133.00999450684,134.44000244141,131.21000671387,132.89999389648,ok,2020-02-24,19336454
32,128.19000244141,133.94000244141,127.98000335693,133.75,ok,2020-02-25,21032492
33,123.36000061035,128.36999511719,122.12999725342,126.12000274658,ok,2020-02-26,31226998
34,118.04000091553,122.90000152588,117.91999816895,119.80999755859,ok,2020-02-27,30827530
35,117.65000152588,118.30999755859,113.20999908447,114.51000213623,ok,2020-02-28,35453804
36,119.98000335693,119.98000335693,116.0299987793,119.12999725342,ok,2020-03-02,21775916
37,116.44999694824,121.7799987793,115.15000152588,121.15000152588,ok,2020-03-03,19529722
38,119.18000030518,119.23999786377,115.48000335693,118.95999908447,ok,2020-03-04,13842096
39,113.98000335693,116.95999908447,112.11000061035,116.86000061035,ok,2020-03-05,22397240
40,115.26999664307,115.87000274658,110.31999969482,110.76000213623,ok,2020-03-06,22899616
41,104.34999847412,110.43000030518,104.2799987793,108.69000244141,ok,2020-03-09,26233564
42,111.45999908447,111.58000183105,102.43000030518,108.09999847412,ok,2020-03-10,24083654
43,105.51000213623,108.90000152588,102.86000061035,108.41999816895,ok,2020-03-11,24794290
44,91.809997558594,100.0,91.639999389648,97.620002746582,ok,2020-03-12,40392864
45,102.51999664307,102.87000274658,92.25,100.7799987793,ok,2020-03-13,40960064
46,95.01000213623,98.279998779297,90.0,91.800003051758,ok,2020-03-16,35379528
47,93.529998779297,97.459999084473,91.150001525879,95.800003051758,ok,2020-03-17,27526244
48,88.800003051758,89.309997558594,79.099998474121,87.589996337891,ok,2020-03-18,43592468
49,94.930000305176,97.400001525879,85.120002746582,87.800003051758,ok,2020-03-19,30866822
50,85.980003356934,96.98999786377,85.839996337891,95.98999786377,ok,2020-03-20,31957764
51,85.76000213623,87.279998779297,81.089996337891,84.48999786377,ok,2020-03-23,32246576
52,98.120002746582,99.089996337891,92.01000213623,92.169998168945,ok,2020-03-24,32538100
53,100.73000335693,105.88999938965,95.589996337891,100.54000091553,ok,2020-03-25,28533044
54,105.36000061035,107.73000335693,100.9700012207,100.9700012207,ok,2020-03-26,24532406
