,close,high,low,open,s,time,volume
0,33.930000305176,34.520000457764,32.459999084473,32.729999542236,ok,2020-01-08,43955448
1,33.970001220703,34.470001220703,33.220001220703,34.450000762939,ok,2020-01-09,29407616
2,34.009998321533,34.990001678467,33.840000152588,34.080001831055,ok,2020-01-10,34276992
3,34.139999389648,34.340000152588,33.549999237061,34.290000915527,ok,2020-01-13,16833140
4,34.840000152588,35.020000457764,33.919998168945,34.200000762939,ok,2020-01-14,26029814
5,35.009998321533,35.150001525879,34.509998321533,34.900001525879,ok,2020-01-15,20762168
6,34.680000305176,35.060001373291,34.180000305176,35.029998779297,ok,2020-01-16,21955292
7,35.130001068115,35.25,34.650001525879,34.970001220703,ok,2020-01-17,17251232
8,37.599998474121,37.799999237061,35.409999847412,35.5,ok,2020-01-21,48746660
9,37.040000915527,37.939998626709,36.919998168945,37.939998626709,ok,2020-01-22,29765240
10,37.400001525879,37.950000762939,36.729999542236,36.970001220703,ok,2020-01-23,21365954
11,36.799999237061,37.659999847412,36.25,37.5,ok,2020-01-24,21598008
12,36.299999237061,36.650001525879,34.189998626709,35.229999542236,ok,2020-01-27,18817966
13,37.009998321533,37.330001831055,36.040000915527,37.139999389648,ok,2020-01-28,28973964
14,36.990001678467,37.560001373291,36.799999237061,36.979999542236,ok,2020-01-29,16882300
15,36.680000305176,37.130001068115,35.950000762939,36.819999694824,ok,2020-01-30,22846954
16,36.290000915527,37.040000915527,35.689998626709,37.0,ok,2020-01-31,21553664
17,37.590000152588,37.639999389648,36.529998779297,36.75,ok,2020-02-03,23537344
18,38.529998779297,38.990001678467,37.259998321533,37.869998931885,ok,2020-02-04,32425930
19,36.810001373291,38.970001220703,36.729999542236,38.889999389648,ok,2020-02-05,38413312
20,37.090000152588,37.389999389648,36.729999542236,37.299999237061,ok,2020-02-06,52699344
21,40.630001068115,41.0,38.860000610352,39.979999542236,ok,2020-02-07,112325800
22,40.009998321533,41.340000152588,39.959999084473,40.650001525879,ok,2020-02-10,60840788
23,41.270000457764,41.470001220703,40.049999237061,40.25,ok,2020-02-11,33895964
24,41.25,41.860000610352,41.060001373291,41.5,ok,2020-02-12,26444892
25,40.090000152588,41.549999237061,40.0,40.930000305176,ok,2020-02-13,23850948
26,39.659999847412,40.310001373291,38.700000762939,40.020000457764,ok,2020-02-14,32014220
27,40.180000305176,40.270000457764,39.450000762939,39.490001678467,ok,2020-02-18,22168472
28,41.049999237061,41.229999542236,40.119998931885,40.419998168945,ok,2020-02-19,23287326
29,40.919998168945,41.189998626709,39.849998474121,41.0,ok,2020-02-20,25446394
30,40.720001220703,40.889999389648,40.049999237061,40.889999389648,ok,2020-02-21,20600616
31,38.310001373291,39.139999389648,37.75,38.209999084473,ok,2020-02-24,37123160
32,35.889999389648,39.150001525879,35.5,38.900001525879,ok,2020-02-25,49281560
33,34.450000762939,36.159999847412,33.889999389648,35.529998779297,ok,2020-02-26,44108920
34,32.450000762939,34.159999847412,30.670000076294,32.029998779297,ok,2020-02-27,66557244
35,33.869998931885,34.290000915527,31.0,31.809999465942,ok,2020-02-28,52100204
36,32.849998474121,34.080001831055,31.739999771118,34.049999237061,ok,2020-03-02,46662024
37,33.040000915527,34.180000305176,31.89999961853,34.020000457764,ok,2020-03-03,35182368
38,34.529998779297,35.340000152588,32.279998779297,33.930000305176,ok,2020-03-04,44738640
39,32.209999084473,33.569999694824,31.969999313354,33.470001220703,ok,2020-03-05,32764548
40,31.680000305176,32.409999847412,30.450000762939,31.229999542236,ok,2020-03-06,34808732
