,close,high,low,open,s,time,volume
0,37.939998626709,38.009998321533,37.220001220703,37.520000457764,ok,2020-01-08,1241541
1,38.299999237061,38.680000305176,37.950000762939,38.080001831055,ok,2020-01-09,943476
2,38.490001678467,38.630001068115,38.040000915527,38.319999694824,ok,2020-01-10,685028
3,38.639999389648,38.770000457764,37.990001678467,38.110000610352,ok,2020-01-13,1117791
4,38.5,38.770000457764,38.369998931885,38.590000152588,ok,2020-01-14,782678
5,38.959999084473,39.009998321533,38.409999847412,38.430000305176,ok,2020-01-15,654446
6,39.740001678467,39.840000152588,38.959999084473,39.259998321533,ok,2020-01-16,737797
7,39.279998779297,39.990001678467,39.119998931885,39.849998474121,ok,2020-01-17,933531
8,38.590000152588,38.909999847412,37.959999084473,38.909999847412,ok,2020-01-21,1244651
9,38.310001373291,38.970001220703,38.279998779297,38.680000305176,ok,2020-01-22,835836
10,38.099998474121,38.369998931885,37.75,38.150001525879,ok,2020-01-23,1099953
11,37.029998779297,38.220001220703,36.779998779297,38.069999694824,ok,2020-01-24,1263032
12,36.939998626709,37.389999389648,36.299999237061,36.479999542236,ok,2020-01-27,980662
13,36.889999389648,37.209999084473,36.639999389648,37.200000762939,ok,2020-01-28,1028370
14,36.919998168945,37.209999084473,36.700000762939,37.049999237061,ok,2020-01-29,1029087
15,36.669998168945,36.810001373291,35.959999084473,36.580001831055,ok,2020-01-30,701626
16,35.5,36.430000305176,35.430000305176,36.400001525879,ok,2020-01-31,1271070
17,36.189998626709,36.290000915527,35.680000305176,35.709999084473,ok,2020-02-03,1283995
18,36.450000762939,36.709999084473,35.939998626709,36.540000915527,ok,2020-02-04,1049035
19,37.779998779297,37.830001831055,36.599998474121,36.709999084473,ok,2020-02-05,996294
20,37.479999542236,38.069999694824,37.360000610352,37.970001220703,ok,2020-02-06,1271418
21,36.930000305176,37.529998779297,36.799999237061,37.200000762939,ok,2020-02-07,724146
22,37.139999389648,37.430000305176,36.569999694824,36.759998321533,ok,2020-02-10,1188317
23,35.959999084473,37.819999694824,35.740001678467,37.139999389648,ok,2020-02-11,2203250
24,35.860000610352,36.790000915527,35.709999084473,36.0,ok,2020-02-12,1999108
25,34.400001525879,35.709999084473,34.349998474121,35.669998168945,ok,2020-02-13,2771311
26,34.770000457764,35.490001678467,34.270000457764,34.659999847412,ok,2020-02-14,1709654
27,34.669998168945,34.759998321533,34.029998779297,34.540000915527,ok,2020-02-18,1366352
28,35.099998474121,35.889999389648,34.549999237061,34.680000305176,ok,2020-02-19,2048256
29,34.939998626709,35.169998168945,34.740001678467,34.939998626709,ok,2020-02-20,1065858
30,34.970001220703,35.049999237061,34.419998168945,34.75,ok,2020-02-21,765827
31,33.919998168945,34.450000762939,33.470001220703,34.009998321533,ok,2020-02-24,1317486
32,32.889999389648,34.099998474121,32.439998626709,34.009998321533,ok,2020-02-25,1750557
33,32.779998779297,34.029998779297,32.639999389648,33.180000305176,ok,2020-02-26,1638530
