,trade Id,Time,Stock symbol,Company,Price,Quantity,Total Amount ($),Stock/Option,Strike Price,Option type,Action,Option Expire Date,ticker,long/short,Date
412,122195265.0,12/04/2020 14:38:11 EST,RVLV,Revolve Group,0.30,1,30.00,OPTION,22.50,call,BUY,2020-12-04,950090181.0,long,2020-12-04
413,122194825.0,12/04/2020 14:36:30 EST,RKT,Rocket Companies,0.87,4,348.00,OPTION,20.00,call,BUY,2020-12-18,950168855.0,long,2020-12-04
414,122127878.0,12/04/2020 13:33:42 EST,RKT,Rocket Companies,0.02,1,2.00,OPTION,20.50,call,SELL,2020-12-04,950168855.0,short,2020-12-04
415,122039901.0,12/04/2020 12:25:35 EST,AMD,AMD,3.00,2,600.00,OPTION,95.00,call,SELL,2020-12-18,913254235.0,short,2020-12-04
416,121992327.0,12/04/2020 11:47:54 EST,DOYU,DOUYU,0.05,16,80.00,OPTION,15.00,call,SELL,2020-12-18,950122558.0,short,2020-12-04
417,121930477.0,12/04/2020 11:08:27 EST,AMD,AMD,2.80,2,560.00,OPTION,95.00,call,SELL,2020-12-18,913254235.0,short,2020-12-04
418,121381538.0,12/03/2020 15:22:17 EST,IIPR,Innovative Indl,151.32,10,1513.20,STOCK,,,BUY,,925174192.0,long,2020-12-03
419,121291389.0,12/03/2020 13:54:59 EST,TDOC,TELADOC HEALTH,5.50,2,1100.00,OPTION,205.00,call,BUY,2020-12-18,913254759.0,long,2020-12-03
420,121128612.0,12/03/2020 11:29:48 EST,AMD,AMD,0.04,1,4.00,OPTION,100.00,call,SELL,2020-12-04,913254235.0,short,2020-12-03
421,121120274.0,12/03/2020 11:32:12 EST,RVLV,Revolve Group,0.20,1,20.00,OPTION,22.50,call,SELL,2020-12-04,950090181.0,short,2020-12-03
422,120991223.0,12/03/2020 10:17:11 EST,RKT,Rocket Companies,0.05,2,10.00,OPTION,21.00,call,SELL,2020-12-04,950168855.0,short,2020-12-03
423,120982679.0,12/03/2020 10:13:52 EST,RVLV,Revolve Group,22.63,100,2263.00,STOCK,,,BUY,,950090181.0,long,2020-12-03
424,120554642.0,12/02/2020 15:04:32 EST,PLTR,Palantir Technologies Inc.,0.44,1,44.00,OPTION,25.00,call,SELL,2020-12-04,950172475.0,short,2020-12-02
425,120545524.0,12/02/2020 14:57:04 EST,PLTR,Palantir Technologies Inc.,22.40,50,1120.00,STOCK,,,BUY,,950172475.0,long,2020-12-02
426,120539982.0,12/02/2020 15:01:32 EST,TDOC,TELADOC HEALTH,5.00,2,1000.00,OPTION,205.00,call,SELL,2020-12-18,913254759.0,short,2020-12-02
427,120539234.0,12/02/2020 14:48:19 EST,PLTR,Palantir Technologies Inc.,22.58,50,1129.00,STOCK,,,BUY,,950172475.0,long,2020-12-02
428,120311221.0,12/02/2020 11:26:35 EST,UVXY,ProShares Ultra VIX Short-Term Futures,0.35,1,35.00,OPTION,11.00,call,SELL,2020-12-04,913424717.0,short,2020-12-02
429,120264810.0,12/02/2020 10:58:54 EST,NIO,NIO Inc.,44.59,50,2229.50,STOCK,,,BUY,,950076017.0,long,2020-12-02
430,120237415.0,12/02/2020 10:44:07 EST,NIO,NIO Inc.,44.96,50,2248.08,STOCK,,,SHORT,,950076017.0,short,2020-12-02
431,120216009.0,12/02/2020 10:33:44 EST,PLTR,Palantir Technologies Inc.,0.52,1,52.00,OPTION,21.00,put,SELL,2020-12-04,950172475.0,long,2020-12-02
432,120158886.0,12/02/2020 10:11:19 EST,NIO,NIO Inc.,0.95,1,95.00,OPTION,40.00,put,SELL,2020-12-04,950076017.0,long,2020-12-02
433,120094355.0,12/02/2020 09:51:31 EST,NIO,NIO Inc.,0.43,1,43.00,OPTION,35.00,put,SELL,2020-12-04,950076017.0,long,2020-12-02
434,119651688.0,12/01/2020 14:55:30 EST,GS,Goldman Sachs,2.91,1,291.00,OPTION,240.00,call,SELL,2020-12-18,913255353.0,short,2020-12-01
435,119604037.0,12/01/2020 14:09:46 EST,UVXY,ProShares Ultra VIX Short-Term Futures,11.14,100,1113.96,STOCK,,,BUY,,913424717.0,long,2020-12-01
436,119599607.0,12/01/2020 14:14:07 EST,TDOC,TELADOC HEALTH,4.90,1,490.00,OPTION,205.00,call,BUY,2020-12-18,913254759.0,long,2020-12-01
437,119375418.0,12/01/2020 11:28:27 EST,RKT,Rocket Companies,1.30,1,130.00,OPTION,20.00,call,BUY,2020-12-18,950168855.0,long,2020-12-01
438,119154743.0,12/01/2020 10:49:07 EST,RVLV,Revolve Group,0.50,1,50.00,OPTION,23.50,call,SELL,2020-12-04,950090181.0,short,2020-12-01
439,119107028.0,12/01/2020 09:46:24 EST,DOYU,DOUYU,12.96,300,3888.00,STOCK,,,SELL,,950122558.0,short,2020-12-01
440,119049324.0,12/01/2020 09:35:02 EST,AMD,AMD,2.76,1,276.00,OPTION,95.00,call,BUY,2020-12-18,913254235.0,long,2020-12-01
441,119038581.0,12/01/2020 09:33:01 EST,AMD,AMD,2.88,2,576.00,OPTION,95.00,call,BUY,2020-12-18,913254235.0,long,2020-12-01
442,118656565.0,11/30/2020 14:41:11 EST,TDOC,TELADOC HEALTH,6.50,1,650.00,OPTION,205.00,call,BUY,2020-12-18,913254759.0,long,2020-11-30
443,118589561.0,11/30/2020 13:40:14 EST,AMD,AMD,3.40,2,680.00,OPTION,95.00,call,SELL,2020-12-18,913254235.0,short,2020-11-30
444,118585845.0,11/30/2020 13:39:29 EST,GS,Goldman Sachs,2.30,1,230.00,OPTION,240.00,call,BUY,2020-12-18,913255353.0,long,2020-11-30
445,118433568.0,11/30/2020 11:54:50 EST,AMD,AMD,2.62,2,524.00,OPTION,95.00,call,SELL,2020-12-18,913254235.0,short,2020-11-30
446,118427940.0,11/30/2020 11:51:06 EST,AMD,AMD,2.71,2,542.00,OPTION,95.00,call,SELL,2020-12-18,913254235.0,short,2020-11-30
447,118307866.0,11/30/2020 10:45:46 EST,AMD,AMD,1.12,1,112.00,OPTION,95.00,call,BUY,2020-12-18,913254235.0,long,2020-11-30
448,118292330.0,11/30/2020 10:41:30 EST,PLTR,Palantir Technologies Inc.,0.25,1,25.00,OPTION,20.00,put,SELL,2020-12-04,950172475.0,long,2020-11-30
449,118264362.0,11/30/2020 10:32:47 EST,IIPR,Innovative Indl,153.45,10,1534.50,STOCK,,,BUY,,925174192.0,long,2020-11-30
450,118258561.0,11/30/2020 10:31:03 EST,TDOC,TELADOC HEALTH,1.00,1,100.00,OPTION,207.50,call,SELL,2020-12-04,913254759.0,short,2020-11-30
451,118223737.0,11/30/2020 10:19:19 EST,SLV,iShares Silver Trust,20.82,100,2082.00,STOCK,,,SELL,,913244503.0,short,2020-11-30
452,118211487.0,11/30/2020 10:18:19 EST,HYLN,Hyliion Holdings Corporation,0.50,2,100.00,OPTION,22.50,call,SELL,2020-12-04,950122538.0,short,2020-11-30
453,118136565.0,11/30/2020 09:53:47 EST,RKT,Rocket Companies,1.15,5,575.00,OPTION,20.00,call,BUY,2020-12-18,950168855.0,long,2020-11-30
454,118018490.0,11/30/2020 09:39:47 EST,HYLN,Hyliion Holdings Corporation,21.00,100,2100.00,STOCK,,,BUY,,950122538.0,long,2020-11-30
455,117600109.0,11/27/2020 11:52:52 EST,MRNA,Moderna,127.08,10,1270.80,STOCK,,,SELL,,950102542.0,short,2020-11-27
456,117594112.0,11/27/2020 11:49:15 EST,AMD,AMD,1.22,1,122.00,OPTION,95.00,call,BUY,2020-12-18,913254235.0,long,2020-11-27
457,117561677.0,11/27/2020 11:29:02 EST,TSLA,TESLA,589.43,5,2947.15,STOCK,,,SELL,,913255598.0,short,2020-11-27
458,117557960.0,11/27/2020 11:26:48 EST,MRNA,Moderna,124.37,10,1243.70,STOCK,,,BUY,,950102542.0,long,2020-11-27
459,117475224.0,11/27/2020 10:38:16 EST,MRNA,Moderna,3.00,1,300.00,OPTION,127.00,call,SELL,2020-11-27,950102542.0,short,2020-11-27
460,117473245.0,11/27/2020 10:37:19 EST,MRNA,Moderna,17.73,1,1773.00,OPTION,110.00,call,BUY,2020-11-27,950102542.0,long,2020-11-27
461,117463935.0,11/27/2020 10:33:00 EST,TDOC,TELADOC HEALTH,0.10,1,10.00,OPTION,200.00,call,SELL,2020-11-27,913254759.0,short,2020-11-27
462,117462926.0,11/27/2020 10:32:33 EST,RVLV,Revolve Group,0.11,2,22.00,OPTION,23.00,call,SELL,2020-11-27,950090181.0,short,2020-11-27
463,117444405.0,11/27/2020 10:24:17 EST,AMD,AMD,1.41,3,423.00,OPTION,95.00,call,BUY,2020-12-18,913254235.0,long,2020-11-27
464,117378357.0,11/27/2020 10:01:02 EST,JD,JD.com,2.35,3,705.00,OPTION,90.00,call,SELL,2020-12-11,913255864.0,short,2020-11-27
465,117365543.0,11/27/2020 09:57:19 EST,RVLV,Revolve Group,0.45,1,45.00,OPTION,22.50,call,BUY,2020-11-27,950090181.0,long,2020-11-27
466,117344388.0,11/27/2020 09:51:14 EST,AMD,AMD,0.13,1,13.00,OPTION,88.50,call,SELL,2020-11-27,913254235.0,short,2020-11-27
467,117339731.0,11/27/2020 09:49:38 EST,AMD,AMD,1.54,5,770.00,OPTION,95.00,call,BUY,2020-12-18,913254235.0,long,2020-11-27
468,117335865.0,11/27/2020 09:48:31 EST,AMD,AMD,87.72,100,8772.00,STOCK,,,BUY,,913254235.0,long,2020-11-27
469,117287762.0,11/27/2020 09:36:45 EST,TDOC,TELADOC HEALTH,2.00,1,200.00,OPTION,192.50,call,BUY,2020-11-27,913254759.0,long,2020-11-27
470,116954774.0,11/25/2020 14:55:03 EST,JD,JD.com,2.14,3,642.00,OPTION,90.00,call,BUY,2020-12-11,913255864.0,long,2020-11-25
471,116876514.0,11/25/2020 13:39:53 EST,DOYU,DOUYU,0.40,6,240.00,OPTION,15.00,call,BUY,2020-12-18,950122558.0,long,2020-11-25
472,116844559.0,11/25/2020 13:13:08 EST,SBE,Switchback Energy Acquisition Corp,35.78,100,3578.26,STOCK,,,BUY,,950139945.0,long,2020-11-25
473,116844371.0,11/25/2020 13:12:58 EST,SBE,Switchback Energy Acquisition Corp,0.70,1,70.00,OPTION,22.50,put,BUY,2020-12-18,950139945.0,short,2020-11-25
474,116769987.0,11/25/2020 12:20:21 EST,RVLV,Revolve Group,1.20,1,120.00,OPTION,21.50,call,BUY,2020-11-27,950090181.0,long,2020-11-25
475,116693714.0,11/25/2020 11:21:31 EST,HYLN,Hyliion Holdings Corporation,0.30,1,30.00,OPTION,25.50,call,SELL,2020-11-27,950122538.0,short,2020-11-25
476,116666166.0,11/25/2020 11:03:58 EST,SLV,iShares Silver Trust,0.09,1,9.00,OPTION,22.00,call,SELL,2020-11-27,913244503.0,short,2020-11-25
477,116647458.0,11/25/2020 10:53:32 EST,TSLA,TESLA,553.24,5,2766.20,STOCK,,,BUY,,913255598.0,long,2020-11-25
478,116646933.0,11/25/2020 10:54:15 EST,HYLN,Hyliion Holdings Corporation,24.90,100,2490.00,STOCK,,,BUY,,950122538.0,long,2020-11-25
479,116600765.0,11/25/2020 10:29:30 EST,XPEV,XPENG INC.,0.94,1,94.00,OPTION,60.00,put,BUY,2020-11-27,950171618.0,short,2020-11-25
480,116600246.0,11/25/2020 10:29:15 EST,XPEV,XPENG INC.,64.54,100,6454.00,STOCK,,,BUY,,950171618.0,long,2020-11-25
481,116565995.0,11/25/2020 13:43:32 EST,RVLV,Revolve Group,0.95,1,95.00,OPTION,21.50,call,BUY,2020-11-27,950090181.0,long,2020-11-25
482,116564513.0,11/25/2020 10:13:49 EST,MRNA,Moderna,0.69,1,69.00,OPTION,110.00,call,SELL,2020-11-27,950102542.0,short,2020-11-25
483,116563349.0,11/25/2020 10:14:36 EST,MRNA,Moderna,5.40,1,540.00,OPTION,110.00,call,SELL,2020-12-18,950102542.0,short,2020-11-25
484,116018034.0,11/24/2020 13:58:32 EST,XPEV,XPENG INC.,1.24,1,124.00,OPTION,60.00,put,SELL,2020-11-27,950171618.0,long,2020-11-24
485,116005722.0,11/24/2020 13:49:02 EST,SBE,Switchback Energy Acquisition Corp,0.75,1,75.00,OPTION,22.50,put,SELL,2020-12-18,950139945.0,long,2020-11-24
486,116003884.0,11/24/2020 13:47:43 EST,SBE,Switchback Energy Acquisition Corp,37.52,50,1876.00,STOCK,,,SHORT,,950139945.0,short,2020-11-24
487,116001787.0,11/24/2020 14:49:07 EST,XPEV,XPENG INC.,68.50,50,3425.00,STOCK,,,SHORT,,950171618.0,short,2020-11-24
488,115990202.0,11/24/2020 13:36:49 EST,RKT,Rocket Companies,0.40,2,80.00,OPTION,21.00,put,SELL,2020-11-27,950168855.0,long,2020-11-24
489,115980284.0,11/24/2020 13:28:17 EST,XPEV,XPENG INC.,67.84,50,3392.00,STOCK,,,SHORT,,950171618.0,short,2020-11-24
490,115979098.0,11/24/2020 13:27:13 EST,SBE,Switchback Energy Acquisition Corp,39.22,50,1961.00,STOCK,,,SHORT,,950139945.0,short,2020-11-24
491,115965829.0,11/24/2020 13:15:17 EST,RKT,Rocket Companies,0.38,2,76.00,OPTION,21.00,put,SELL,2020-11-27,950168855.0,long,2020-11-24
492,115952768.0,11/24/2020 13:03:36 EST,XPEV,XPENG INC.,68.85,150,10327.50,STOCK,,,BUY,,950171618.0,long,2020-11-24
493,115804691.0,11/24/2020 11:21:12 EST,XPEV,XPENG INC.,73.06,100,7305.77,STOCK,,,SHORT,,950171618.0,short,2020-11-24
494,115781233.0,11/24/2020 11:08:12 EST,XPEV,XPENG INC.,70.01,50,3500.50,STOCK,,,SHORT,,950171618.0,short,2020-11-24
495,115747420.0,11/24/2020 12:57:59 EST,RVLV,Revolve Group,0.25,2,50.00,OPTION,22.50,call,SELL,2020-11-27,950090181.0,short,2020-11-24
496,115745781.0,11/24/2020 10:51:03 EST,TDOC,TELADOC HEALTH,2.56,8,2048.00,OPTION,200.00,call,SELL,2020-12-04,913254759.0,short,2020-11-24
497,115678346.0,11/24/2020 10:23:13 EST,TDOC,TELADOC HEALTH,1.70,1,170.00,OPTION,192.50,call,SELL,2020-11-27,913254759.0,short,2020-11-24
498,115638204.0,11/24/2020 10:09:40 EST,MRNA,Moderna,3.10,1,310.00,OPTION,110.00,call,BUY,2020-12-18,950102542.0,long,2020-11-24
499,115606658.0,11/24/2020 10:00:53 EST,TDOC,TELADOC HEALTH,3.00,3,900.00,OPTION,200.00,call,BUY,2020-12-04,913254759.0,long,2020-11-24
500,115390284.0,11/24/2020 08:55:41 EST,SLV,iShares Silver Trust,21.59,100,2159.00,STOCK,,,BUY,,913244503.0,long,2020-11-24
501,115106974.0,11/23/2020 15:59:01 EST,TDOC,TELADOC HEALTH,4.60,1,460.00,OPTION,200.00,call,BUY,2020-12-04,913254759.0,long,2020-11-23
502,115064328.0,11/23/2020 15:29:45 EST,MRNA,Moderna,2.60,1,260.00,OPTION,100.00,call,BUY,2020-11-27,950102542.0,long,2020-11-23
503,114964900.0,11/23/2020 14:01:32 EST,RVLV,Revolve Group,0.20,2,40.00,OPTION,21.50,call,SELL,2020-11-27,950090181.0,short,2020-11-23
504,114954595.0,11/23/2020 13:52:20 EST,RVLV,Revolve Group,1.29,5,644.00,OPTION,20.00,call,SELL,2020-12-04,950090181.0,short,2020-11-23
505,114775013.0,11/23/2020 11:40:33 EST,TDOC,TELADOC HEALTH,4.80,1,480.00,OPTION,200.00,call,BUY,2020-12-04,913254759.0,long,2020-11-23
506,114772457.0,11/23/2020 11:37:55 EST,RVLV,Revolve Group,0.95,2,190.00,OPTION,20.00,call,SELL,2020-12-04,950090181.0,short,2020-11-23
507,114712718.0,11/23/2020 11:03:59 EST,MRNA,Moderna,1.90,1,190.00,OPTION,100.00,call,SELL,2020-11-27,950102542.0,short,2020-11-23
508,114712367.0,11/23/2020 11:03:48 EST,MRNA,Moderna,99.33,50,4966.44,STOCK,,,BUY,,950102542.0,long,2020-11-23
509,114638824.0,11/23/2020 10:29:18 EST,TDOC,TELADOC HEALTH,5.00,1,500.00,OPTION,200.00,call,BUY,2020-12-04,913254759.0,long,2020-11-23
510,114619566.0,11/23/2020 10:22:05 EST,MRNA,Moderna,99.97,50,4998.50,STOCK,,,SELL,,950102542.0,short,2020-11-23
511,114598533.0,11/23/2020 10:15:52 EST,LUV,Southwest,45.91,100,4591.00,STOCK,,,SELL,,913255501.0,short,2020-11-23
512,114596731.0,11/23/2020 10:14:08 EST,TQQQ,ProShares UltraPro QQQ,144.40,10,1444.00,STOCK,,,SELL,,913732468.0,short,2020-11-23
513,114585909.0,11/23/2020 10:10:46 EST,RUN,Sunrun,62.60,100,6260.00,STOCK,,,SELL,,913256036.0,short,2020-11-23
514,114526155.0,11/23/2020 09:53:20 EST,NIO,NIO Inc.,50.90,50,2545.00,STOCK,,,BUY,,950076017.0,long,2020-11-23
515,114524960.0,11/23/2020 09:55:43 EST,DOYU,DOUYU,0.40,10,400.00,OPTION,15.00,call,BUY,2020-12-18,950122558.0,long,2020-11-23
516,114516044.0,11/23/2020 09:50:33 EST,INTC,Intel,0.11,1,11.00,OPTION,47.00,call,SELL,2020-11-27,913257268.0,short,2020-11-23
517,114503340.0,11/23/2020 09:47:41 EST,TDOC,TELADOC HEALTH,5.60,2,1120.00,OPTION,200.00,call,BUY,2020-12-04,913254759.0,long,2020-11-23
518,114114760.0,11/20/2020 15:10:23 EST,JD,JD.com,1.01,5,504.00,OPTION,90.00,call,SELL,2020-11-27,913255864.0,short,2020-11-20
519,114063528.0,11/20/2020 14:13:20 EST,JD,JD.com,0.89,5,445.00,OPTION,90.00,call,BUY,2020-11-27,913255864.0,long,2020-11-20
520,114052338.0,11/20/2020 14:00:53 EST,W,Wayfair,8.70,2,1740.00,OPTION,310.00,call,SELL,2021-01-15,913254679.0,short,2020-11-20
521,114040782.0,11/20/2020 13:48:39 EST,TDOC,TELADOC HEALTH,0.25,1,25.00,OPTION,202.50,call,SELL,2020-11-20,913254759.0,short,2020-11-20
522,114039267.0,11/20/2020 13:47:08 EST,TDOC,TELADOC HEALTH,1.20,1,120.00,OPTION,200.00,call,BUY,2020-11-20,913254759.0,long,2020-11-20
523,114038088.0,11/20/2020 13:57:14 EST,IIPR,Innovative Indl,151.55,10,1515.50,STOCK,,,BUY,,925174192.0,long,2020-11-20
524,113993123.0,11/20/2020 13:01:40 EST,TDOC,TELADOC HEALTH,0.48,1,48.00,OPTION,200.00,call,SELL,2020-11-20,913254759.0,short,2020-11-20
525,113947680.0,11/20/2020 12:22:53 EST,RUN,Sunrun,1.15,1,115.00,OPTION,60.00,call,BUY,2020-11-20,913256036.0,long,2020-11-20
526,113945161.0,11/20/2020 12:21:04 EST,TDOC,TELADOC HEALTH,1.47,1,147.00,OPTION,197.50,call,BUY,2020-11-20,913254759.0,long,2020-11-20
527,113900950.0,11/20/2020 11:50:14 EST,MRNA,Moderna,0.14,1,14.00,OPTION,100.00,call,SELL,2020-11-20,950102542.0,short,2020-11-20
528,113898709.0,11/20/2020 11:49:02 EST,TDOC,TELADOC HEALTH,0.50,1,50.00,OPTION,197.50,call,SELL,2020-11-20,913254759.0,short,2020-11-20
529,113724037.0,11/20/2020 10:16:16 EST,W,Wayfair,9.00,1,900.00,OPTION,310.00,call,SELL,2021-01-15,913254679.0,short,2020-11-20
530,113351448.0,11/19/2020 15:59:14 EST,NIO,NIO Inc.,48.51,50,2425.50,STOCK,,,SHORT,,950076017.0,short,2020-11-19
531,113333805.0,11/19/2020 15:44:22 EST,NIO,NIO Inc.,48.61,200,9721.68,STOCK,,,BUY,,950076017.0,long,2020-11-19
532,113315384.0,11/19/2020 15:26:38 EST,NIO,NIO Inc.,48.11,50,2405.50,STOCK,,,SHORT,,950076017.0,short,2020-11-19
533,113314815.0,11/19/2020 15:26:11 EST,NIO,NIO Inc.,0.58,1,58.00,OPTION,47.00,put,BUY,2020-11-20,950076017.0,short,2020-11-19
534,113279213.0,11/19/2020 14:49:26 EST,NIO,NIO Inc.,0.61,1,61.00,OPTION,47.00,put,SELL,2020-11-20,950076017.0,long,2020-11-19
535,113133703.0,11/19/2020 12:18:30 EST,TDOC,TELADOC HEALTH,2.60,1,260.00,OPTION,190.00,call,BUY,2020-11-20,913254759.0,long,2020-11-19
536,113098707.0,11/19/2020 11:51:30 EST,NIO,NIO Inc.,1.80,1,180.00,OPTION,44.00,put,BUY,2020-11-27,950076017.0,short,2020-11-19
537,113041349.0,11/19/2020 11:25:21 EST,RVLV,Revolve Group,0.15,4,60.00,OPTION,20.50,call,SELL,2020-11-20,950090181.0,short,2020-11-19
538,113011391.0,11/19/2020 10:53:34 EST,MRNA,Moderna,1.13,1,113.00,OPTION,100.00,call,SELL,2020-11-27,950102542.0,short,2020-11-19
539,112999002.0,11/19/2020 10:51:28 EST,MRNA,Moderna,1.12,1,112.00,OPTION,100.00,call,SELL,2020-11-27,950102542.0,short,2020-11-19
540,112950049.0,11/19/2020 10:23:27 EST,NIO,NIO Inc.,47.33,50,2366.50,STOCK,,,SHORT,,950076017.0,short,2020-11-19
541,112934238.0,11/19/2020 10:16:13 EST,NIO,NIO Inc.,0.61,1,61.00,OPTION,45.00,put,SELL,2020-11-20,950076017.0,long,2020-11-19
542,112918138.0,11/19/2020 10:09:59 EST,NIO,NIO Inc.,0.05,1,5.00,OPTION,37.00,put,BUY,2020-11-20,950076017.0,short,2020-11-19
543,112917436.0,11/19/2020 10:09:45 EST,DKNG,DraftKings Inc,0.10,1,10.00,OPTION,41.00,put,BUY,2020-11-20,950153166.0,short,2020-11-19
544,112916510.0,11/19/2020 10:09:24 EST,DKNG,DraftKings Inc,0.05,1,5.00,OPTION,43.00,put,BUY,2020-11-20,950153166.0,short,2020-11-19
545,112897669.0,11/19/2020 10:02:26 EST,JD,JD.com,85.49,30,2564.60,STOCK,,,BUY,,913255864.0,long,2020-11-19
546,112843237.0,11/19/2020 09:45:02 EST,NIO,NIO Inc.,2.08,1,208.00,OPTION,44.00,put,SELL,2020-11-27,950076017.0,long,2020-11-19
547,112785717.0,11/19/2020 09:35:43 EST,MRNA,Moderna,0.40,1,40.00,OPTION,95.00,call,BUY,2020-11-20,950102542.0,long,2020-11-19
548,112550896.0,11/18/2020 15:20:11 EST,RUN,Sunrun,0.51,1,51.00,OPTION,60.00,call,SELL,2020-11-20,913256036.0,short,2020-11-18
549,112520267.0,11/18/2020 14:49:38 EST,TDOC,TELADOC HEALTH,1.65,1,165.00,OPTION,190.00,call,SELL,2020-11-20,913254759.0,short,2020-11-18
550,112519303.0,11/18/2020 14:48:40 EST,TDOC,TELADOC HEALTH,3.40,1,340.00,OPTION,185.00,call,BUY,2020-11-20,913254759.0,long,2020-11-18
551,112419862.0,11/18/2020 13:13:08 EST,RUN,Sunrun,1.39,1,139.00,OPTION,60.00,call,BUY,2020-11-20,913256036.0,long,2020-11-18
552,112348801.0,11/18/2020 12:11:10 EST,DOYU,DOUYU,13.44,100,1344.00,STOCK,,,BUY,,950122558.0,long,2020-11-18
553,112331971.0,11/18/2020 12:00:15 EST,NIO,NIO Inc.,45.90,100,4590.00,STOCK,,,SHORT,,950076017.0,short,2020-11-18
554,112312713.0,11/18/2020 11:49:35 EST,TDOC,TELADOC HEALTH,1.00,1,100.00,OPTION,185.00,call,SELL,2020-11-20,913254759.0,short,2020-11-18
555,112298965.0,11/18/2020 11:36:48 EST,NIO,NIO Inc.,45.08,100,4508.00,STOCK,,,BUY,,950076017.0,long,2020-11-18
556,112269562.0,11/18/2020 11:15:30 EST,MRNA,Moderna,0.65,1,65.00,OPTION,95.00,call,SELL,2020-11-20,950102542.0,short,2020-11-18
557,112241126.0,11/18/2020 10:58:12 EST,T,AT&T,0.41,10,410.00,OPTION,30.00,call,SELL,2021-01-15,913324397.0,short,2020-11-18
558,112238884.0,11/18/2020 10:55:51 EST,DOYU,DOUYU,13.58,200,2715.68,STOCK,,,BUY,,950122558.0,long,2020-11-18
559,112238023.0,11/18/2020 10:55:20 EST,TME,Tencent Music,16.12,300,4836.00,STOCK,,,SELL,,950091606.0,short,2020-11-18
560,112170983.0,11/18/2020 10:21:09 EST,MRNA,Moderna,1.24,2,248.00,OPTION,100.00,call,BUY,2020-11-27,950102542.0,long,2020-11-18
561,112163497.0,11/18/2020 10:18:05 EST,MRNA,Moderna,2.20,1,220.00,OPTION,90.00,call,SELL,2020-11-20,950102542.0,short,2020-11-18
562,112160372.0,11/18/2020 10:16:40 EST,MRNA,Moderna,2.20,1,220.00,OPTION,90.00,call,SELL,2020-11-20,950102542.0,short,2020-11-18
563,112146533.0,11/18/2020 10:10:57 EST,MRNA,Moderna,1.80,1,180.00,OPTION,90.00,call,BUY,2020-11-20,950102542.0,long,2020-11-18
564,112128974.0,11/18/2020 10:04:04 EST,MRNA,Moderna,2.00,1,200.00,OPTION,90.00,call,BUY,2020-11-20,950102542.0,long,2020-11-18
565,111820262.0,11/17/2020 16:07:40 EST,NIO,NIO Inc.,43.90,50,2195.00,STOCK,,,BUY,,950076017.0,long,2020-11-17
566,111758734.0,11/17/2020 15:06:20 EST,NIO,NIO Inc.,0.81,1,81.00,OPTION,38.00,put,SELL,2020-11-20,950076017.0,long,2020-11-17
567,111757604.0,11/17/2020 15:05:20 EST,NIO,NIO Inc.,47.55,50,2377.50,STOCK,,,SHORT,,950076017.0,short,2020-11-17
568,111648810.0,11/17/2020 13:01:44 EST,TQQQ,ProShares UltraPro QQQ,148.66,10,1486.60,STOCK,,,BUY,,913732468.0,long,2020-11-17
569,111641402.0,11/17/2020 12:54:08 EST,HYLN,Hyliion Holdings Corporation,25.25,100,2525.00,STOCK,,,SELL,,950122538.0,short,2020-11-17
570,111442692.0,11/17/2020 10:22:46 EST,T,AT&T,0.39,10,390.00,OPTION,30.00,call,BUY,2021-01-15,913324397.0,long,2020-11-17
571,110821099.0,11/16/2020 11:25:13 EST,JWN,Nordstrom,0.05,1,5.00,OPTION,15.00,put,BUY,2020-11-20,913255449.0,short,2020-11-16
572,110816941.0,11/16/2020 11:22:21 EST,TDOC,TELADOC HEALTH,2.10,1,210.00,OPTION,185.00,call,BUY,2020-11-20,913254759.0,long,2020-11-16
573,110762195.0,11/16/2020 10:43:51 EST,TDOC,TELADOC HEALTH,2.18,1,218.00,OPTION,185.00,call,SELL,2020-11-20,913254759.0,short,2020-11-16
574,110749970.0,11/16/2020 10:36:32 EST,NIO,NIO Inc.,44.77,50,2238.50,STOCK,,,SHORT,,950076017.0,short,2020-11-16
575,110731372.0,11/16/2020 10:25:56 EST,INTC,Intel,0.37,1,37.00,OPTION,47.00,call,SELL,2020-11-20,913257268.0,short,2020-11-16
576,110710477.0,11/16/2020 10:33:58 EST,TDOC,TELADOC HEALTH,178.77,25,4469.25,STOCK,,,BUY,,913254759.0,long,2020-11-16
577,110685791.0,11/16/2020 10:04:54 EST,NIO,NIO Inc.,1.30,1,130.00,OPTION,37.00,put,SELL,2020-11-20,950076017.0,long,2020-11-16
578,110653294.0,11/16/2020 09:52:38 EST,DKNG,DraftKings Inc,1.60,1,160.00,OPTION,41.00,put,SELL,2020-11-20,950153166.0,long,2020-11-16
579,110636236.0,11/16/2020 09:47:04 EST,NIO,NIO Inc.,43.92,50,2196.00,STOCK,,,SHORT,,950076017.0,short,2020-11-16
580,110596050.0,11/16/2020 09:36:36 EST,BABA,Alibaba,258.00,10,2580.00,STOCK,,,BUY,,913254558.0,long,2020-11-16
581,110216775.0,11/13/2020 13:33:30 EST,U,Unity Software Inc.,114.18,10,1141.75,STOCK,,,SELL,,950172451.0,short,2020-11-13
582,110209050.0,11/13/2020 13:33:31 EST,DKNG,DraftKings Inc,1.60,1,160.00,OPTION,43.00,put,SELL,2020-11-20,950153166.0,long,2020-11-13
583,110084561.0,11/13/2020 11:20:21 EST,LUV,Southwest,0.34,1,34.00,OPTION,46.00,call,SELL,2020-11-20,913255501.0,short,2020-11-13
