,trade Id,Time,Stock symbol,Company,Price,Quantity,Total Amount ($),Stock/Option,Strike Price,Option type,Action,Option Expire Date,ticker,long/short,Date
64,4.034871433909289e+17,01/14/2021 12:19:22 EST,OPEN,Opendoor Technologies Inc,0.56,1,56.00,OPTION,27.00,call,SELL,2021-01-15,950169649.0,short,2021-01-14
65,4.034867062061097e+17,01/14/2021 12:18:05 EST,OPEN,Opendoor Technologies Inc,26.64,200,5328.00,STOCK,,,BUY,,950169649.0,long,2021-01-14
66,4.0348370805889434e+17,01/14/2021 12:05:43 EST,NVDA,Nvidia,534.43,10,5344.30,STOCK,,,SELL,,913257561.0,short,2021-01-14
67,4.0345153618262835e+17,01/14/2021 09:57:53 EST,UVXY,ProShares Ultra VIX Short-Term Futures,0.31,2,62.00,OPTION,10.00,call,SELL,2021-01-15,913424717.0,short,2021-01-14
68,4.032372994390917e+17,01/13/2021 19:46:35 EST,UVXY,ProShares Ultra VIX Short-Term Futures,10.22,200,2044.00,STOCK,,,BUY,,913424717.0,long,2021-01-13
69,4.032331364330619e+17,01/13/2021 19:30:03 EST,STIC,NORTHERN STAR,14.75,100,1475.00,STOCK,,,BUY,,950179021.0,long,2021-01-13
70,4.0317626678367846e+17,01/13/2021 15:44:51 EST,JD,JD.com,2.37,2,474.00,OPTION,94.00,call,BUY,2021-01-29,913255864.0,long,2021-01-13
71,4.031762069141791e+17,01/13/2021 15:43:50 EST,JD,JD.com,4.60,1,460.00,OPTION,92.00,put,SELL,2021-01-29,913255864.0,long,2021-01-13
72,4.031760871080673e+17,01/13/2021 15:43:20 EST,JD,JD.com,0.33,1,33.00,OPTION,87.00,put,BUY,2021-01-15,913255864.0,short,2021-01-13
73,4.031488447008932e+17,01/13/2021 13:55:28 EST,PLTR,Palantir Technologies Inc.,1.09,2,218.00,OPTION,26.00,call,SELL,2021-01-22,950172475.0,short,2021-01-13
74,4.0314829680727245e+17,01/13/2021 13:52:55 EST,PLTR,Palantir Technologies Inc.,1.05,2,210.00,OPTION,26.00,call,BUY,2021-01-22,950172475.0,long,2021-01-13
75,4.031127062294487e+17,01/13/2021 11:31:29 EST,NIO,NIO Inc.,0.14,1,14.00,OPTION,55.00,put,BUY,2021-01-15,950076017.0,short,2021-01-13
76,4.031091602894602e+17,01/13/2021 11:17:25 EST,PLTR,Palantir Technologies Inc.,0.27,4,108.00,OPTION,27.50,call,SELL,2021-01-15,950172475.0,short,2021-01-13
77,4.030963103932375e+17,01/13/2021 10:26:20 EST,TIGR,UP Fintech Holding,12.23,100,1223.00,STOCK,,,BUY,,925306034.0,long,2021-01-13
78,4.030945724707758e+17,01/13/2021 10:19:26 EST,TIGR,UP Fintech Holding,12.24,100,1224.00,STOCK,,,SHORT,,925306034.0,short,2021-01-13
79,4.0308386145570406e+17,01/13/2021 09:36:52 EST,NIO,NIO Inc.,2.04,1,204.00,OPTION,60.00,put,SELL,2021-01-22,950076017.0,long,2021-01-13
80,4.0281012537247334e+17,01/12/2021 15:29:08 EST,JD,JD.com,1.01,1,101.00,OPTION,87.00,put,SELL,2021-01-15,913255864.0,long,2021-01-12
81,4.028030807452426e+17,01/12/2021 15:01:09 EST,TDOC,TELADOC HEALTH,1.16,1,116.00,OPTION,220.00,put,SELL,2021-01-15,913254759.0,long,2021-01-12
82,4.027812586960036e+17,01/12/2021 13:34:48 EST,UVXY,ProShares Ultra VIX Short-Term Futures,10.86,100,1086.17,STOCK,,,SELL,,913424717.0,short,2021-01-12
83,4.027785503835013e+17,01/12/2021 13:23:48 EST,IIPR,Innovative Indl,182.72,10,1827.20,STOCK,,,SELL,,925174192.0,short,2021-01-12
84,4.027777839289549e+17,01/12/2021 13:20:38 EST,PLTR,Palantir Technologies Inc.,0.11,4,44.00,OPTION,29.00,call,BUY,2021-01-15,950172475.0,long,2021-01-12
85,4.027627345104159e+17,01/12/2021 12:21:20 EST,IIPR,Innovative Indl,181.66,5,908.30,STOCK,,,BUY,,925174192.0,long,2021-01-12
86,4.027597895763026e+17,01/12/2021 12:09:07 EST,TDOC,TELADOC HEALTH,0.43,1,43.00,OPTION,250.00,call,SELL,2021-01-15,913254759.0,short,2021-01-12
